I'm having a Fuel gauge inaccurate lately,Check sender unit and wiring to fuel gauge cluster.,
The Steering heavy in my light truck,"Check power steering fluid level, belt drive, and power steering pump condition.",
I have a Smoke from exhaust - white when driving,"White smoke often indicates coolant entering combustion - head gasket/burn coolant. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a Cruise control not engaging when accelerating,"Check brake/clutch switch, speed sensor, or cruise module.",
I have a Rough idle on cold start,"Vacuum leak, dirty throttle body, or ignition faults. Inspect hoses and perform throttle cleaning.",
The Windshield wipers not working,"Check fuse, relay, or wiper motor; also inspect linkage. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I have a motorcycle has Door lock failure,Actuator or wiring problem; test lock motor and fuses.,
I have a Coolant leak intermittently,"Inspect hoses, radiator, water pump, and head gasket. Pressure test the cooling system.",
Gear grinding after rain,Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage.,
Getting a Suspension noise after rain,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness. If you're not comfortable, a shop can run a proper diagnostic for you.",
Getting a van has ABS light on,Check wheel speed sensors and ABS modules. Scan for ABS-specific codes. Try inspecting related components and let me know what you find.,
Fuel gauge inaccurate in the SUV,Check sender unit and wiring to fuel gauge cluster.,
Getting a Gear grinding in the motorbike,"Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Getting a Battery drains overnight on cold start,Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories.,
Fuel smell in cabin under load,"Inspect fuel lines, injector seals, and fuel tank vent for leaks.",
Getting a truck has Hybrid not charging,Regenerative system issue or inverter; scan for hybrid-specific codes.,
The Exhaust smell inside car after rain,"Possible exhaust leak entering cabin; inspect exhaust manifold, gaskets, and seals.",
I have a Tire vibration lately,Wheel imbalance or damaged tire. Check balance and inspect for uneven wear.,
Park assist sensor fault,Check sensors for dirt/damage and scan for parking system codes.,
I'm having a Sunroof leak when driving,Check seals and drainage channels; clean drains and reseal if needed. Try inspecting related components and let me know what you find.,
I'm having a SUV has AC not cooling,Sounds like low refrigerant or a failing compressor clutch. Check system pressure and compressor engagement.,
The Steering pull to one side when driving,"Wheel alignment or uneven tire pressure - check pressures and alignment. Check the battery terminals, fuses, and listen for unusual noises.",
Car won't start,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
Getting a Speedometer quits on cold start,"Vehicle speed sensor or instrument cluster fault likely. Check the battery terminals, fuses, and listen for unusual noises.",
My Engine cranks but won't start under load,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply. Check for obvious issues like low fluid, worn belts, or loose connections.",
My diesel truck has Heater core leak,Heater core replacement typically needed; you may smell coolant in cabin.,
I'm having a truck has Transmission won't shift,"Possible solenoid failure or low fluid. Scan transmission codes and test fluid pressure. Check for obvious issues like low fluid, worn belts, or loose connections.",
Check engine after refuel on cold start,A loose gas cap or EVAP system issue can trigger the light - tighten the cap and re-check.,
The Catalytic converter smell when accelerating,"A rotten egg smell often indicates a failing catalytic converter. If you're not comfortable, a shop can run a proper diagnostic for you.",
The Windshield wipers not working at idle,"Check fuse, relay, or wiper motor; also inspect linkage. Check the battery terminals, fuses, and listen for unusual noises.",
The Door lock failure in my diesel truck,"Actuator or wiring problem; test lock motor and fuses. Check the battery terminals, fuses, and listen for unusual noises.",
My Transmission slips lately,"Check transmission fluid level and condition. If burnt or low, service fluid and inspect for leaks.",
AC compressor not engaging at idle,"Check clutch relay, fuse, pressure switches, and compressor electrical supply. Try inspecting related components and let me know what you find.",
My Windshield wipers not working when accelerating,"Check fuse, relay, or wiper motor; also inspect linkage.",
Headlight out in the car,"Check bulb, fuse, and socket for corrosion or wiring issues. A quick scan with an OBD-II tool can reveal useful codes.",
I have a SUV has Headlight out,"Check bulb, fuse, and socket for corrosion or wiring issues. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I have a Key won't turn when accelerating,Steering lock or ignition cylinder problem. Try jiggling wheel while turning key.,
The Suspension noise in my diesel truck,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness. Start with basic checks: fluids, belts, fuses, and visible leaks.",
The Catalytic converter smell when driving,A rotten egg smell often indicates a failing catalytic converter.,
AC not cooling,Sounds like low refrigerant or a failing compressor clutch. Check system pressure and compressor engagement.,
I have a Starter clicking in the motorbike,Weak battery or poor connections. Test battery and starter current.,
I'm having a Alternative fuel issues when driving,"Diesel engines: check injectors, air filters, and EGR. For hybrids: check high-voltage alerts.",
The Starter intermittent when driving,Heat soak or wiring issue; test starter relay and voltage at starter when fault occurs. A quick scan with an OBD-II tool can reveal useful codes.,
The Timing chain rattle when accelerating,Timing chain tensioner or guide wear; inspect and replace tensioner/chain if needed. A quick scan with an OBD-II tool can reveal useful codes.,
Getting a Key won't turn after rain,"Steering lock or ignition cylinder problem. Try jiggling wheel while turning key. Check the battery terminals, fuses, and listen for unusual noises.",
The EV battery warning intermittently,High-voltage battery or BMS alert; require dealer-level diagnosis for hybrids/EVs.,
I'm having a Engine misfire in my lorry,"Bad spark plugs/ignition coils or clogged injectors are common. Scan codes and inspect ignition components. Check for obvious issues like low fluid, worn belts, or loose connections.",
My Fuel smell in cabin under load,"Inspect fuel lines, injector seals, and fuel tank vent for leaks.",
Getting a Park assist sensor fault lately,Check sensors for dirt/damage and scan for parking system codes. A quick scan with an OBD-II tool can reveal useful codes.,
Cruise control not engaging,"Check brake/clutch switch, speed sensor, or cruise module.",
I have a ABS light on after rain,Check wheel speed sensors and ABS modules. Scan for ABS-specific codes.,
My Key won't turn under load,"Steering lock or ignition cylinder problem. Try jiggling wheel while turning key. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a Smoke from exhaust - white at idle,White smoke often indicates coolant entering combustion - head gasket/burn coolant. Try inspecting related components and let me know what you find.,
My AC smells bad,"Mold in the evaporator or a dirty cabin filter. Replace the cabin filter and use an evaporator cleaner. Start with basic checks: fluids, belts, fuses, and visible leaks.",
The Timing chain rattle,Timing chain tensioner or guide wear; inspect and replace tensioner/chain if needed.,
Getting a Fuel gauge inaccurate intermittently,Check sender unit and wiring to fuel gauge cluster. A quick scan with an OBD-II tool can reveal useful codes.,
Getting a Timing chain rattle after rain,Timing chain tensioner or guide wear; inspect and replace tensioner/chain if needed.,
I have a Engine misfire lately,Bad spark plugs/ignition coils or clogged injectors are common. Scan codes and inspect ignition components.,
I'm having a AC smells bad under load,Mold in the evaporator or a dirty cabin filter. Replace the cabin filter and use an evaporator cleaner.,
Steering pull to one side when accelerating,"Wheel alignment or uneven tire pressure - check pressures and alignment. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Low oil pressure after rain,"Check engine oil level first. If normal, oil pump or sensor issues may be present.",
High idle under load,Possible stuck throttle or vacuum leak; check idle control and vacuum lines.,
The Transmission fluid leak,"Check pan gasket, cooler lines, and seals. Repair leaks and top up fluid. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Getting a AC compressor not engaging when driving,"Check clutch relay, fuse, pressure switches, and compressor electrical supply.",
I'm having a Brake squeal,"Likely worn brake pads or glazing. Inspect pads, rotors and hardware; replace or clean as needed.",
My Car won't start when accelerating,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
I'm having a Check engine after refuel in my truck,A loose gas cap or EVAP system issue can trigger the light - tighten the cap and re-check.,
I'm having a Key won't turn in my truck,"Steering lock or ignition cylinder problem. Try jiggling wheel while turning key. If you're not comfortable, a shop can run a proper diagnostic for you.",
I'm having a Sunroof won't close at idle,"Check motor, limit switches, and track debris. Start with basic checks: fluids, belts, fuses, and visible leaks.",
The Battery drains overnight in my van,"Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories. Check for obvious issues like low fluid, worn belts, or loose connections.",
I'm having a Coolant leak at idle,"Inspect hoses, radiator, water pump, and head gasket. Pressure test the cooling system. Start with basic checks: fluids, belts, fuses, and visible leaks.",
The Excessive fuel consumption after rain,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy. Start with basic checks: fluids, belts, fuses, and visible leaks.",
My Engine misfire in the van,Bad spark plugs/ignition coils or clogged injectors are common. Scan codes and inspect ignition components.,
The Fuel gauge inaccurate on cold start,"Check sender unit and wiring to fuel gauge cluster. If you're not comfortable, a shop can run a proper diagnostic for you.",
Steering pull to one side,Wheel alignment or uneven tire pressure - check pressures and alignment.,
Getting a Clutch slipping intermittently,Clutch disc worn or pressure plate issue; may need clutch replacement.,
The Transmission won't shift on cold start,Possible solenoid failure or low fluid. Scan transmission codes and test fluid pressure.,
My Windshield wipers not working in my lorry,"Check fuse, relay, or wiper motor; also inspect linkage.",
My Battery drains overnight intermittently,"Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories. Check the battery terminals, fuses, and listen for unusual noises.",
My Check engine light on when driving,Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system.,
The Battery dead on cold start,"Battery may be discharged or faulty. Test battery voltage and charging system (alternator). Check the battery terminals, fuses, and listen for unusual noises.",
I'm having a AC blows hot air lately,Likely low refrigerant or compressor failure. Inspect for leaks and test compressor clutch. A quick scan with an OBD-II tool can reveal useful codes.,
I have a Starter intermittent in the SUV,Heat soak or wiring issue; test starter relay and voltage at starter when fault occurs.,
I have a Dashboard flicker,"Electrical grounding or alternator regulator problem; check battery terminals. Check for obvious issues like low fluid, worn belts, or loose connections.",
I'm having a Check engine light on in the SUV,"Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a Sunroof won't close on cold start,"Check motor, limit switches, and track debris. Check the battery terminals, fuses, and listen for unusual noises.",
I'm having a Transmission fluid leak in my motorcycle,"Check pan gasket, cooler lines, and seals. Repair leaks and top up fluid. If you're not comfortable, a shop can run a proper diagnostic for you.",
Oil consumption high under load,"Worn rings, valve guides or PCV issues; measure consumption and inspect. If you're not comfortable, a shop can run a proper diagnostic for you.",
The Interior lights dim when driving,Faulty charging circuit or battery; test alternator output and battery health.,
I have a ABS light on intermittently,Check wheel speed sensors and ABS modules. Scan for ABS-specific codes.,
Getting a Suspension noise in my motorcycle,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness.",
I have a Excessive fuel consumption lately,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy.",
I'm having a Sunroof leak after rain,Check seals and drainage channels; clean drains and reseal if needed.,
My Car won't start in my SUV,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes. Try inspecting related components and let me know what you find.",
My Power loss under load in my motorcycle,"Fuel delivery or turbo/intercooler issue. Inspect fuel filter, fuel pressure, and boost system.",
Getting a Tire vibration at idle,"Wheel imbalance or damaged tire. Check balance and inspect for uneven wear. Check for obvious issues like low fluid, worn belts, or loose connections.",
Battery drains overnight in my diesel truck,"Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories. Check for obvious issues like low fluid, worn belts, or loose connections.",
The van has Suspension noise,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness.",
Getting a Smoke from exhaust - white lately,White smoke often indicates coolant entering combustion - head gasket/burn coolant.,
I have a Fuel smell in cabin intermittently,"Inspect fuel lines, injector seals, and fuel tank vent for leaks.",
I'm having a motorbike has Oil leak,"Inspect valve cover gasket, oil pan gasket, and front/rear main seals for leaks. Check the battery terminals, fuses, and listen for unusual noises.",
Getting a car has Oil leak,"Inspect valve cover gasket, oil pan gasket, and front/rear main seals for leaks. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a Sunroof won't close in the SUV,"Check motor, limit switches, and track debris. If you're not comfortable, a shop can run a proper diagnostic for you.",
The motorcycle has Smoke from exhaust - white,"White smoke often indicates coolant entering combustion - head gasket/burn coolant. Check for obvious issues like low fluid, worn belts, or loose connections.",
The truck has Suspension noise,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness.",
Dashboard flicker,Electrical grounding or alternator regulator problem; check battery terminals. A quick scan with an OBD-II tool can reveal useful codes.,
My Fuel smell in cabin after rain,"Inspect fuel lines, injector seals, and fuel tank vent for leaks.",
I'm having a light truck has Battery dead,Battery may be discharged or faulty. Test battery voltage and charging system (alternator).,
I'm having a Dashboard flicker on cold start,Electrical grounding or alternator regulator problem; check battery terminals.,
I'm having a Engine cranks but won't start in the lorry,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply. Check the battery terminals, fuses, and listen for unusual noises.",
My Rough idle after rain,"Vacuum leak, dirty throttle body, or ignition faults. Inspect hoses and perform throttle cleaning. Check for obvious issues like low fluid, worn belts, or loose connections.",
My Engine cranks but won't start lately,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I have a Battery drains overnight at idle,Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories.,
I'm having a Oil consumption high on cold start,"Worn rings, valve guides or PCV issues; measure consumption and inspect. Check the battery terminals, fuses, and listen for unusual noises.",
I'm having a pickup has Low oil pressure,"Check engine oil level first. If normal, oil pump or sensor issues may be present.",
ABS pump noise intermittently,"Normal during self-test; if constant, check ABS module or pump motor. Check for obvious issues like low fluid, worn belts, or loose connections.",
I have a Gear grinding lately,"Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage. Check for obvious issues like low fluid, worn belts, or loose connections.",
My Exhaust smell inside car in the motorbike,"Possible exhaust leak entering cabin; inspect exhaust manifold, gaskets, and seals.",
My Low oil pressure intermittently,"Check engine oil level first. If normal, oil pump or sensor issues may be present.",
I'm having a Car won't start after rain,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
Getting a Oil consumption high when driving,"Worn rings, valve guides or PCV issues; measure consumption and inspect.",
Oil leak at idle,"Inspect valve cover gasket, oil pan gasket, and front/rear main seals for leaks. Try inspecting related components and let me know what you find.",
I'm having a Brake pedal soft after rain,Air in the brake lines or fluid leak. Bleed the brakes and check for leaks in lines/cylinders.,
My van has Gear grinding,"Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage. Check the battery terminals, fuses, and listen for unusual noises.",
ABS pump noise on cold start,"Normal during self-test; if constant, check ABS module or pump motor. If you're not comfortable, a shop can run a proper diagnostic for you.",
I'm having a Battery dead on cold start,Battery may be discharged or faulty. Test battery voltage and charging system (alternator).,
I have a Power loss under load under load,"Fuel delivery or turbo/intercooler issue. Inspect fuel filter, fuel pressure, and boost system. A quick scan with an OBD-II tool can reveal useful codes.",
Getting a Oil consumption high when accelerating,"Worn rings, valve guides or PCV issues; measure consumption and inspect.",
I have a Sunroof won't close lately,"Check motor, limit switches, and track debris.",
The Rough idle intermittently,"Vacuum leak, dirty throttle body, or ignition faults. Inspect hoses and perform throttle cleaning. Try inspecting related components and let me know what you find.",
My Exhaust smell inside car intermittently,"Possible exhaust leak entering cabin; inspect exhaust manifold, gaskets, and seals. Check the battery terminals, fuses, and listen for unusual noises.",
motorcycle has Headlight out,"Check bulb, fuse, and socket for corrosion or wiring issues. Check for obvious issues like low fluid, worn belts, or loose connections.",
I'm having a Clutch slipping at idle,Clutch disc worn or pressure plate issue; may need clutch replacement.,
My Timing chain rattle in my lorry,Timing chain tensioner or guide wear; inspect and replace tensioner/chain if needed.,
My Remote key fob not working in my truck,Replace battery and reprogram or check receiver module.,
I have a Hybrid not charging on cold start,Regenerative system issue or inverter; scan for hybrid-specific codes. A quick scan with an OBD-II tool can reveal useful codes.,
I have a Smoke from exhaust - white under load,"White smoke often indicates coolant entering combustion - head gasket/burn coolant. Check for obvious issues like low fluid, worn belts, or loose connections.",
The Starter clicking in my lorry,Weak battery or poor connections. Test battery and starter current.,
I'm having a motorcycle has AC smells bad,Mold in the evaporator or a dirty cabin filter. Replace the cabin filter and use an evaporator cleaner. Try inspecting related components and let me know what you find.,
Power loss under load,"Fuel delivery or turbo/intercooler issue. Inspect fuel filter, fuel pressure, and boost system.",
Steering pull to one side under load,Wheel alignment or uneven tire pressure - check pressures and alignment.,
The Hybrid not charging after rain,"Regenerative system issue or inverter; scan for hybrid-specific codes. Check the battery terminals, fuses, and listen for unusual noises.",
motorbike has Heater core leak,Heater core replacement typically needed; you may smell coolant in cabin.,
The Car won't start intermittently,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes.",
I have a Remote key fob not working,Replace battery and reprogram or check receiver module.,
Battery drains overnight on cold start,Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories.,
Getting a Check engine after refuel after rain,A loose gas cap or EVAP system issue can trigger the light - tighten the cap and re-check.,
I'm having a Smoke from exhaust - blue in the truck,"Blue smoke means oil burning; check valve seals, rings, or PCV system. Check for obvious issues like low fluid, worn belts, or loose connections.",
I have a Smoke from exhaust - white lately,White smoke often indicates coolant entering combustion - head gasket/burn coolant.,
Car won't start on cold start,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes. Check for obvious issues like low fluid, worn belts, or loose connections.",
The Gear grinding in the SUV,Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage.,
Getting a ABS light on when accelerating,Check wheel speed sensors and ABS modules. Scan for ABS-specific codes.,
My Headlight out after rain,"Check bulb, fuse, and socket for corrosion or wiring issues.",
Getting a Steering pull to one side on cold start,Wheel alignment or uneven tire pressure - check pressures and alignment.,
I have a Heater core leak in my diesel truck,"Heater core replacement typically needed; you may smell coolant in cabin. Check for obvious issues like low fluid, worn belts, or loose connections.",
ABS pump noise in the pickup,"Normal during self-test; if constant, check ABS module or pump motor.",
Getting a Steering pull to one side under load,"Wheel alignment or uneven tire pressure - check pressures and alignment. Check for obvious issues like low fluid, worn belts, or loose connections.",
Getting a ABS light on after rain,Check wheel speed sensors and ABS modules. Scan for ABS-specific codes.,
Getting a Oil consumption high intermittently,"Worn rings, valve guides or PCV issues; measure consumption and inspect.",
My Brake squeal on cold start,"Likely worn brake pads or glazing. Inspect pads, rotors and hardware; replace or clean as needed. Check the battery terminals, fuses, and listen for unusual noises.",
Getting a Check engine light on in the car,Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system.,
I'm having a Brake pedal soft on cold start,"Air in the brake lines or fluid leak. Bleed the brakes and check for leaks in lines/cylinders. Check the battery terminals, fuses, and listen for unusual noises.",
I have a Fuel gauge inaccurate at idle,Check sender unit and wiring to fuel gauge cluster.,
I have a Catalytic converter smell in the light truck,A rotten egg smell often indicates a failing catalytic converter.,
The EV battery warning lately,High-voltage battery or BMS alert; require dealer-level diagnosis for hybrids/EVs. A quick scan with an OBD-II tool can reveal useful codes.,
Getting a motorbike has Check engine light on,Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system.,
Getting a Oil leak in the motorcycle,"Inspect valve cover gasket, oil pan gasket, and front/rear main seals for leaks. Check for obvious issues like low fluid, worn belts, or loose connections.",
Getting a Transmission won't shift on cold start,Possible solenoid failure or low fluid. Scan transmission codes and test fluid pressure. A quick scan with an OBD-II tool can reveal useful codes.,
Interior lights dim when driving,"Faulty charging circuit or battery; test alternator output and battery health. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I have a Key won't turn in my lorry,Steering lock or ignition cylinder problem. Try jiggling wheel while turning key.,
I have a Low oil pressure in the truck,"Check engine oil level first. If normal, oil pump or sensor issues may be present.",
My Alternative fuel issues lately,"Diesel engines: check injectors, air filters, and EGR. For hybrids: check high-voltage alerts. Try inspecting related components and let me know what you find.",
I'm having a Gear grinding at idle,"Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage. Check the battery terminals, fuses, and listen for unusual noises.",
I'm having a Car won't start in the motorcycle,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes. Try inspecting related components and let me know what you find.",
My Battery dead after rain,Battery may be discharged or faulty. Test battery voltage and charging system (alternator).,
I have a Coolant leak under load,"Inspect hoses, radiator, water pump, and head gasket. Pressure test the cooling system. Check for obvious issues like low fluid, worn belts, or loose connections.",
Getting a Exhaust smell inside car on cold start,"Possible exhaust leak entering cabin; inspect exhaust manifold, gaskets, and seals.",
AC not cooling intermittently,Sounds like low refrigerant or a failing compressor clutch. Check system pressure and compressor engagement.,
Getting a Key won't turn intermittently,Steering lock or ignition cylinder problem. Try jiggling wheel while turning key.,
The Steering pull to one side on cold start,Wheel alignment or uneven tire pressure - check pressures and alignment.,
My Coolant leak after rain,"Inspect hoses, radiator, water pump, and head gasket. Pressure test the cooling system.",
I have a Smoke from exhaust - black at idle,Black smoke indicates rich running - check injectors and air intake restrictions.,
I'm having a Timing chain rattle intermittently,Timing chain tensioner or guide wear; inspect and replace tensioner/chain if needed.,
The Check engine light on in my car,"Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system. If you're not comfortable, a shop can run a proper diagnostic for you.",
Getting a Check engine after refuel on cold start,"A loose gas cap or EVAP system issue can trigger the light - tighten the cap and re-check. Check the battery terminals, fuses, and listen for unusual noises.",
I have a Transmission fluid leak in my car,"Check pan gasket, cooler lines, and seals. Repair leaks and top up fluid.",
My car has Windshield wipers not working,"Check fuse, relay, or wiper motor; also inspect linkage. Check for obvious issues like low fluid, worn belts, or loose connections.",
My AC compressor not engaging after rain,"Check clutch relay, fuse, pressure switches, and compressor electrical supply.",
Getting a Transmission slips after rain,"Check transmission fluid level and condition. If burnt or low, service fluid and inspect for leaks.",
I have a ABS pump noise in my motorbike,"Normal during self-test; if constant, check ABS module or pump motor.",
My pickup has Alternative fuel issues,"Diesel engines: check injectors, air filters, and EGR. For hybrids: check high-voltage alerts. If you're not comfortable, a shop can run a proper diagnostic for you.",
My Engine misfire intermittently,"Bad spark plugs/ignition coils or clogged injectors are common. Scan codes and inspect ignition components. If you're not comfortable, a shop can run a proper diagnostic for you.",
I have a Brake pedal soft at idle,"Air in the brake lines or fluid leak. Bleed the brakes and check for leaks in lines/cylinders. Check the battery terminals, fuses, and listen for unusual noises.",
My Coolant leak under load,"Inspect hoses, radiator, water pump, and head gasket. Pressure test the cooling system.",
My Timing chain rattle in the lorry,"Timing chain tensioner or guide wear; inspect and replace tensioner/chain if needed. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I have a truck has Car won't start,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes. Check the battery terminals, fuses, and listen for unusual noises.",
Getting a Brake pedal soft under load,Air in the brake lines or fluid leak. Bleed the brakes and check for leaks in lines/cylinders. A quick scan with an OBD-II tool can reveal useful codes.,
My Battery dead,Battery may be discharged or faulty. Test battery voltage and charging system (alternator). A quick scan with an OBD-II tool can reveal useful codes.,
My Remote key fob not working lately,Replace battery and reprogram or check receiver module.,
Tire vibration in my light truck,Wheel imbalance or damaged tire. Check balance and inspect for uneven wear.,
Car won't start lately,"Check battery voltage, starter operation, and fuel delivery. Try a jump start and scan for codes. Check for obvious issues like low fluid, worn belts, or loose connections.",
diesel truck has High idle,Possible stuck throttle or vacuum leak; check idle control and vacuum lines.,
The Windshield wipers not working lately,"Check fuse, relay, or wiper motor; also inspect linkage.",
The EV battery warning on cold start,High-voltage battery or BMS alert; require dealer-level diagnosis for hybrids/EVs.,
I have a Excessive fuel consumption in the car,"Dirty air filter, bad O2 sensor, or low tire pressure can cause poor economy.",
I'm having a Check engine light on when driving,"Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system. Start with basic checks: fluids, belts, fuses, and visible leaks.",
Battery drains overnight,Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories.,
Getting a lorry has Smoke from exhaust - black,"Black smoke indicates rich running - check injectors and air intake restrictions. If you're not comfortable, a shop can run a proper diagnostic for you.",
ABS pump noise when accelerating,"Normal during self-test; if constant, check ABS module or pump motor.",
I'm having a Engine cranks but won't start under load,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply.",
I'm having a Windshield wipers not working when accelerating,"Check fuse, relay, or wiper motor; also inspect linkage. If you're not comfortable, a shop can run a proper diagnostic for you.",
The Windshield wipers not working under load,"Check fuse, relay, or wiper motor; also inspect linkage.",
I'm having a Battery drains overnight intermittently,Possible parasitic draw or failing alternator. Perform a current draw test and inspect accessories.,
I have a Battery dead when accelerating,"Battery may be discharged or faulty. Test battery voltage and charging system (alternator). Check the battery terminals, fuses, and listen for unusual noises.",
The Heater core leak under load,Heater core replacement typically needed; you may smell coolant in cabin.,
Getting a Smoke from exhaust - white when driving,"White smoke often indicates coolant entering combustion - head gasket/burn coolant. Start with basic checks: fluids, belts, fuses, and visible leaks.",
I have a Clutch slipping when driving,Clutch disc worn or pressure plate issue; may need clutch replacement.,
Key won't turn when accelerating,Steering lock or ignition cylinder problem. Try jiggling wheel while turning key.,
High idle,Possible stuck throttle or vacuum leak; check idle control and vacuum lines.,
I have a Tire vibration in my lorry,Wheel imbalance or damaged tire. Check balance and inspect for uneven wear.,
Getting a Check engine after refuel when driving,A loose gas cap or EVAP system issue can trigger the light - tighten the cap and re-check.,
My Transmission won't shift at idle,Possible solenoid failure or low fluid. Scan transmission codes and test fluid pressure.,
I have a Steering heavy at idle,"Check power steering fluid level, belt drive, and power steering pump condition. Check the battery terminals, fuses, and listen for unusual noises.",
The Oil consumption high lately,"Worn rings, valve guides or PCV issues; measure consumption and inspect.",
My Alternative fuel issues in my motorbike,"Diesel engines: check injectors, air filters, and EGR. For hybrids: check high-voltage alerts. Try inspecting related components and let me know what you find.",
I'm having a EV battery warning under load,High-voltage battery or BMS alert; require dealer-level diagnosis for hybrids/EVs.,
I'm having a Engine cranks but won't start in the car,"Fuel or ignition problem likely. Check fuel pump, injectors, and spark supply.",
I'm having a Cruise control not engaging in the light truck,"Check brake/clutch switch, speed sensor, or cruise module.",
I'm having a Check engine light on when accelerating,"Use an OBD-II scanner to read trouble codes and focus diagnostics on reported system. Check the battery terminals, fuses, and listen for unusual noises.",
I have a Exhaust smell inside car when accelerating,"Possible exhaust leak entering cabin; inspect exhaust manifold, gaskets, and seals.",
Getting a Oil leak when driving,"Inspect valve cover gasket, oil pan gasket, and front/rear main seals for leaks.",
Headlight out on cold start,"Check bulb, fuse, and socket for corrosion or wiring issues.",
I'm having a Steering heavy lately,"Check power steering fluid level, belt drive, and power steering pump condition.",
Getting a Dashboard flicker after rain,Electrical grounding or alternator regulator problem; check battery terminals.,
Getting a Suspension noise in the pickup,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness. Try inspecting related components and let me know what you find.",
Getting a Starter intermittent in the motorbike,Heat soak or wiring issue; test starter relay and voltage at starter when fault occurs.,
Getting a Suspension noise at idle,"Inspect struts, shocks, bushings, and sway bar links for wear or looseness.",
Getting a Gear grinding in the diesel truck,Linkage misadjustment or synchronizer wear; inspect transmission externally and shift linkage.,
Transmission fluid leak,"Check pan gasket, cooler lines, and seals. Repair leaks and top up fluid. If you're not comfortable, a shop can run a proper diagnostic for you.",
The AC compressor not engaging in the car,"Check clutch relay, fuse, pressure switches, and compressor electrical supply. Check for obvious issues like low fluid, worn belts, or loose connections.",
The Remote key fob not working in the motorbike,Replace battery and reprogram or check receiver module. A quick scan with an OBD-II tool can reveal useful codes.,
Getting a Battery dead intermittently,"Battery may be discharged or faulty. Test battery voltage and charging system (alternator). If you're not comfortable, a shop can run a proper diagnostic for you.",
I'm having a Heater core leak in my truck,Heater core replacement typically needed; you may smell coolant in cabin.,
The Hybrid not charging on cold start,Regenerative system issue or inverter; scan for hybrid-specific codes.,
Getting a motorbike has Park assist sensor fault,"Check sensors for dirt/damage and scan for parking system codes. Check the battery terminals, fuses, and listen for unusual noises.",
I'm having a AC compressor not engaging in the diesel truck,"Check clutch relay, fuse, pressure switches, and compressor electrical supply.",
My Battery dead intermittently,Battery may be discharged or faulty. Test battery voltage and charging system (alternator).,
I'm having a Hybrid not charging in the SUV,Regenerative system issue or inverter; scan for hybrid-specific codes.,
I have a pickup has Check engine after refuel,"A loose gas cap or EVAP system issue can trigger the light - tighten the cap and re-check. If you're not comfortable, a shop can run a proper diagnostic for you.",
